IFMAP SRAM Size,	Filter SRAM Size,	OFMAP SRAM Size,	Conv Layer Num,	Max DRAM IFMAP Read BW,	Max DRAM Filter Read BW,	Max DRAM OFMAP Write BW,	Max SRAM Read BW,	Max SRAM OFMAP Write BW,
524288,	524288,	262144,	DSConv1,	10,	10,	10,	64,	15,
524288,	524288,	262144,	WA1,	10,	10,	10,	64,	32,
524288,	524288,	262144,	DSConv2,	10,	10,	10,	64,	32,
524288,	524288,	262144,	WA2,	10,	10,	10,	64,	32,
524288,	524288,	262144,	WA2,	10,	10,	10,	64,	32,10,	10,	10,	64,	32,
524288,	524288,	262144,	DSConv3,	10,	10,	10,	64,	32,
524288,	524288,	262144,	WA3,	10,	10,	10,	64,	32,
524288,	524288,	262144,	WA3,	10,	10,	10,	64,	32,10,	10,	10,	64,	32,
524288,	524288,	262144,	WA3,	10,	10,	10,	64,	32,10,	10,	10,	64,	32,10,	10,	10,	64,	32,
524288,	524288,	262144,	WA3,	10,	10,	10,	64,	32,10,	10,	10,	64,	32,10,	10,	10,	64,	32,10,	10,	10,	64,	32,
524288,	524288,	262144,	DSConv4,	10,	10,	10,	64,	32,
524288,	524288,	262144,	WA4,	10,	10,	10,	64,	32,
524288,	524288,	262144,	WA4,	10,	10,	10,	64,	32,10,	10,	10,	64,	32,
524288,	524288,	262144,	WA4,	10,	10,	10,	64,	32,10,	10,	10,	64,	32,10,	10,	10,	64,	32,
524288,	524288,	262144,	WA4,	10,	10,	10,	64,	32,10,	10,	10,	64,	32,10,	10,	10,	64,	32,10,	10,	10,	64,	32,
524288,	524288,	262144,	DSConv5,	10,	10,	10,	64,	32,
524288,	524288,	262144,	WA5,	10,	10,	10,	64,	32,
524288,	524288,	262144,	WA5,	10,	10,	10,	64,	32,10,	10,	10,	64,	32,
524288,	524288,	262144,	WA5,	10,	10,	10,	64,	32,10,	10,	10,	64,	32,10,	10,	10,	64,	32,
524288,	524288,	262144,	WA5,	10,	10,	10,	64,	32,10,	10,	10,	64,	32,10,	10,	10,	64,	32,10,	10,	10,	64,	32,
524288,	524288,	262144,	WA5,	10,	10,	10,	64,	32,10,	10,	10,	64,	32,10,	10,	10,	64,	32,10,	10,	10,	64,	32,10,	10,	10,	64,	32,
524288,	524288,	262144,	WA5,	10,	10,	10,	64,	32,10,	10,	10,	64,	32,10,	10,	10,	64,	32,10,	10,	10,	64,	32,10,	10,	10,	64,	32,10,	10,	10,	64,	32,
524288,	524288,	262144,	WA5,	10,	10,	10,	64,	32,10,	10,	10,	64,	32,10,	10,	10,	64,	32,10,	10,	10,	64,	32,10,	10,	10,	64,	32,10,	10,	10,	64,	32,10,	10,	10,	64,	32,
524288,	524288,	262144,	DSConv6,	10,	10,	10,	64,	32,
524288,	524288,	262144,	WA6,	10,	10,	10,	64,	32,
524288,	524288,	262144,	WA6,	10,	10,	10,	64,	32,10,	10,	10,	64,	32,
524288,	524288,	262144,	WA6,	10,	10,	10,	64,	32,10,	10,	10,	64,	32,10,	10,	10,	64,	32,
524288,	524288,	262144,	WA6,	10,	10,	10,	64,	32,10,	10,	10,	64,	32,10,	10,	10,	64,	32,10,	10,	10,	64,	32,
524288,	524288,	262144,	WA6,	10,	10,	10,	64,	32,10,	10,	10,	64,	32,10,	10,	10,	64,	32,10,	10,	10,	64,	32,10,	10,	10,	64,	32,
524288,	524288,	262144,	DSConv7,	10,	10,	10,	64,	32,
524288,	524288,	262144,	WA7,	10,	10,	10,	64,	32,
524288,	524288,	262144,	WA7,	10,	10,	10,	64,	32,10,	10,	10,	64,	32,
524288,	524288,	262144,	WA7,	10,	10,	10,	64,	32,10,	10,	10,	64,	32,10,	10,	10,	64,	32,
524288,	524288,	262144,	WA7,	10,	10,	10,	64,	32,10,	10,	10,	64,	32,10,	10,	10,	64,	32,10,	10,	10,	64,	32,
524288,	524288,	262144,	DSConv8,	9,	10,	10,	64,	32,
524288,	524288,	262144,	WA8,	10,	10,	10,	64,	32,
524288,	524288,	262144,	WA8,	10,	10,	10,	64,	32,10,	10,	10,	64,	32,
524288,	524288,	262144,	DSConv9,	9,	10,	10,	64,	32,
524288,	524288,	262144,	WA9,	10,	10,	10,	64,	32,
524288,	524288,	262144,	DSConv10,	9,	10,	10,	64,	32,
524288,	524288,	262144,	WA10,	10,	10,	10,	64,	32,
524288,	524288,	262144,	DSConv11,	8,	10,	10,	64,	32,
524288,	524288,	262144,	WA11,	10,	10,	10,	64,	32,
524288,	524288,	262144,	DSConv12,	8,	10,	10,	64,	32,
524288,	524288,	262144,	WA12,	10,	10,	10,	64,	32,
524288,	524288,	262144,	DSConv13,	8,	10,	10,	64,	32,
524288,	524288,	262144,	WA13,	10,	10,	10,	64,	32,
524288,	524288,	262144,	WA13,	10,	10,	10,	64,	32,10,	10,	10,	64,	32,
524288,	524288,	262144,	WA13,	10,	10,	10,	64,	32,10,	10,	10,	64,	32,10,	10,	10,	64,	32,
524288,	524288,	262144,	WA13,	10,	10,	10,	64,	32,10,	10,	10,	64,	32,10,	10,	10,	64,	32,10,	10,	10,	64,	32,
524288,	524288,	262144,	FC1,	10,	10,	10,	64,	32,
524288,	524288,	262144,	FC2,	10,	10,	10,	64,	32,
524288,	524288,	262144,	FC3,	10,	10,	10,	64,	10,
